iter	Passed	Remaining
1728	2962	5605
1729	2964	5604
1730	2967	5603
1731	2969	5602
1732	2971	5600
1733	2972	5598
1734	2973	5596
1735	2975	5593
1736	2977	5592
1737	2978	5590
1738	2980	5589
1739	2982	5587
1740	2983	5584
1741	2984	5582
1742	2986	5580
1743	2987	5578
1744	2989	5575
1745	2990	5573
1746	2991	5570
1747	2993	5568
1748	2994	5566
1749	2996	5564
1750	2998	5563
1751	3000	5561
1752	3001	5559
1753	3002	5557
1754	3004	5554
1755	3005	5552
1756	3007	5550
1757	3008	5548
1758	3010	5546
1759	3011	5544
1760	3013	5542
1761	3015	5541
1762	3016	5538
1763	3018	5536
1764	3019	5534
1765	3021	5532
1766	3024	5533
1767	3026	5531
1768	3027	5529
1769	3029	5528
1770	3031	5526
1771	3032	5524
1772	3034	5522
1773	3035	5520
1774	3037	5518
1775	3038	5516
1776	3040	5514
1777	3041	5511
1778	3042	5509
1779	3044	5507
1780	3046	5505
1781	3047	5503
1782	3049	5501
1783	3050	5499
1784	3052	5497
1785	3053	5495
1786	3055	5494
1787	3056	5491
1788	3058	5489
1789	3059	5487
1790	3061	5485
1791	3063	5483
1792	3064	5481
1793	3065	5478
1794	3067	5476
1795	3068	5474
1796	3070	5472
1797	3071	5470
1798	3073	5468
1799	3074	5466
1800	3076	5463
1801	3077	5461
1802	3079	5459
1803	3080	5457
1804	3082	5455
1805	3083	5453
1806	3085	5451
1807	3086	5449
1808	3088	5448
1809	3090	5446
1810	3092	5445
1811	3093	5443
1812	3095	5441
1813	3097	5439
1814	3098	5437
1815	3100	5436
1816	3102	5434
1817	3104	5433
1818	3105	5431
1819	3107	5428
1820	3108	5426
1821	3110	5425
1822	3111	5422
1823	3113	5420
1824	3114	5418
1825	3116	5416
1826	3117	5414
1827	3119	5412
1828	3121	5411
1829	3122	5409
1830	3123	5406
1831	3125	5404
1832	3127	5402
1833	3128	5400
1834	3129	5398
1835	3131	5396
1836	3132	5393
1837	3133	5391
1838	3135	5389
1839	3136	5387
1840	3139	5386
1841	3141	5385
1842	3142	5383
1843	3144	5381
1844	3145	5379
1845	3146	5376
1846	3148	5374
1847	3149	5372
1848	3151	5370
1849	3152	5368
1850	3154	5365
1851	3155	5363
1852	3156	5361
1853	3158	5359
1854	3159	5357
1855	3161	5355
1856	3162	5353
1857	3164	5351
1858	3165	5348
1859	3167	5346
1860	3168	5344
1861	3169	5342
1862	3171	5339
1863	3172	5337
1864	3174	5335
1865	3175	5333
1866	3177	5331
1867	3178	5329
1868	3179	5327
1869	3181	5324
1870	3182	5322
1871	3184	5320
1872	3185	5318
1873	3187	5316
1874	3188	5314
1875	3190	5312
1876	3192	5311
1877	3193	5309
1878	3195	5307
1879	3196	5305
1880	3198	5303
1881	3199	5301
1882	3201	5299
1883	3202	5297
1884	3204	5295
1885	3205	5293
1886	3207	5290
1887	3208	5288
1888	3210	5286
1889	3211	5284
1890	3213	5283
1891	3215	5281
1892	3216	5279
1893	3218	5277
1894	3220	5276
1895	3221	5273
1896	3222	5271
1897	3223	5268
1898	3225	5266
1899	3226	5264
1900	3227	5262
1901	3229	5259
1902	3230	5257
1903	3232	5255
1904	3233	5253
1905	3234	5251
1906	3237	5250
1907	3238	5248
1908	3239	5246
1909	3241	5243
1910	3242	5241
1911	3244	5239
1912	3245	5237
1913	3247	5235
1914	3248	5233
1915	3250	5231
1916	3251	5229
1917	3253	5227
1918	3255	5226
1919	3256	5224
1920	3258	5222
1921	3259	5220
1922	3260	5217
1923	3262	5215
1924	3264	5214
1925	3265	5211
1926	3266	5209
1927	3268	5207
1928	3269	5205
1929	3271	5203
1930	3272	5201
1931	3274	5199
1932	3276	5198
1933	3277	5196
1934	3279	5194
1935	3281	5192
1936	3282	5190
1937	3284	5188
1938	3285	5186
1939	3286	5184
1940	3288	5182
1941	3289	5180
1942	3291	5179
1943	3293	5176
1944	3294	5174
1945	3296	5172
1946	3297	5171
1947	3299	5169
1948	3300	5166
1949	3302	5164
1950	3303	5162
1951	3305	5160
1952	3307	5159
1953	3309	5158
1954	3310	5156
1955	3312	5154
1956	3314	5153
1957	3315	5151
1958	3317	5150
1959	3319	5148
1960	3320	5146
1961	3322	5144
1962	3323	5142
1963	3325	5140
1964	3326	5138
1965	3328	5136
1966	3329	5134
1967	3331	5132
1968	3332	5130
1969	3334	5128
1970	3335	5126
1971	3337	5124
1972	3339	5122
1973	3340	5120
1974	3341	5118
1975	3343	5116
1976	3344	5114
1977	3345	5111
1978	3347	5109
1979	3348	5107
1980	3350	5105
1981	3351	5103
1982	3352	5100
1983	3354	5099
1984	3356	5097
1985	3357	5095
1986	3359	5093
1987	3360	5091
1988	3361	5089
1989	3363	5087
1990	3365	5085
1991	3366	5083
1992	3368	5082
1993	3369	5079
1994	3371	5078
1995	3372	5076
1996	3374	5074
1997	3375	5072
1998	3377	5070
1999	3379	5069
2000	3380	5067
2001	3382	5065
2002	3385	5065
2003	3387	5064
2004	3389	5063
2005	3391	5061
2006	3392	5059
2007	3394	5057
2008	3395	5055
2009	3397	5053
2010	3398	5051
2011	3400	5049
2012	3401	5047
2013	3403	5045
2014	3405	5044
2015	3406	5042
2016	3408	5040
2017	3409	5038
2018	3411	5036
2019	3412	5034
2020	3414	5032
2021	3415	5030
2022	3417	5028
2023	3418	5026
2024	3420	5024
2025	3421	5022
2026	3423	5020
2027	3424	5018
2028	3425	5016
2029	3427	5014
2030	3428	5012
2031	3430	5010
2032	3431	5008
2033	3432	5006
2034	3434	5003
2035	3435	5001
2036	3437	5000
2037	3438	4997
2038	3440	4995
2039	3441	4993
2040	3443	4991
2041	3445	4990
2042	3446	4988
2043	3448	4987
2044	3450	4985
2045	3451	4983
2046	3453	4981
2047	3454	4979
2048	3456	4977
2049	3457	4975
2050	3459	4973
2051	3460	4971
2052	3462	4970
2053	3464	4968
2054	3465	4966
2055	3467	4964
2056	3468	4962
2057	3470	4961
2058	3471	4958
2059	3473	4957
2060	3474	4955
2061	3476	4952
2062	3477	4950
2063	3479	4948
2064	3480	4946
2065	3481	4944
2066	3483	4942
2067	3484	4940
2068	3486	4938
2069	3487	4937
2070	3489	4935
2071	3491	4933
2072	3492	4931
2073	3493	4929
2074	3495	4927
2075	3497	4925
2076	3498	4923
2077	3500	4921
2078	3501	4919
2079	3503	4917
2080	3504	4915
2081	3505	4913
2082	3507	4912
2083	3509	4910
2084	3510	4908
2085	3512	4906
2086	3513	4904
2087	3515	4902
2088	3516	4900
2089	3518	4898
2090	3519	4896
2091	3521	4894
2092	3522	4892
2093	3524	4890
2094	3525	4888
2095	3527	4887
2096	3529	4885
2097	3530	4883
2098	3532	4881
2099	3533	4880
2100	3537	4881
2101	3539	4879
2102	3540	4877
2103	3541	4874
2104	3543	4873
2105	3545	4871
2106	3546	4869
2107	3548	4867
2108	3549	4865
2109	3551	4864
2110	3553	4862
2111	3554	4860
2112	3556	4859
2113	3557	4857
2114	3559	4855
2115	3560	4853
2116	3562	4851
2117	3563	4849
2118	3565	4847
2119	3566	4845
2120	3568	4843
2121	3569	4841
2122	3571	4839
2123	3572	4837
2124	3573	4835
2125	3575	4833
2126	3576	4831
2127	3578	4829
2128	3580	4828
2129	3582	4827
2130	3584	4825
2131	3586	4824
2132	3588	4823
2133	3590	4821
2134	3591	4819
2135	3594	4818
2136	3596	4818
2137	3597	4815
2138	3599	4813
2139	3601	4812
2140	3604	4813
2141	3606	4812
2142	3608	4810
2143	3610	4808
2144	3611	4807
2145	3613	4805
2146	3614	4803
2147	3616	4802
2148	3618	4800
2149	3620	4799
2150	3622	4797
2151	3624	4796
2152	3625	4794
2153	3627	4792
2154	3630	4792
2155	3633	4792
2156	3635	4791
2157	3637	4790
2158	3638	4788
2159	3640	4786
2160	3641	4784
2161	3643	4783
2162	3645	4781
2163	3646	4779
2164	3648	4777
2165	3649	4775
2166	3651	4773
2167	3653	4771
2168	3654	4770
2169	3656	4768
2170	3657	4766
2171	3659	4764
2172	3661	4762
2173	3662	4760
2174	3663	4758
2175	3665	4756
2176	3666	4755
2177	3668	4753
2178	3670	4751
2179	3671	4749
2180	3673	4747
2181	3675	4746
2182	3676	4744
2183	3678	4742
2184	3679	4740
2185	3681	4738
2186	3682	4736
2187	3684	4734
2188	3685	4733
2189	3687	4731
2190	3688	4729
2191	3690	4728
2192	3692	4726
2193	3693	4724
2194	3696	4723
2195	3697	4721
2196	3698	4719
2197	3700	4717
2198	3702	4715
2199	3703	4713
2200	3705	4712
2201	3706	4710
2202	3708	4708
2203	3710	4706
2204	3712	4705
2205	3713	4703
2206	3714	4701
2207	3716	4699
2208	3718	4697
2209	3720	4696
2210	3721	4694
2211	3723	4692
2212	3724	4690
2213	3726	4688
2214	3727	4686
2215	3728	4684
2216	3730	4682
2217	3731	4680
2218	3733	4678
2219	3734	4676
2220	3736	4674
2221	3737	4672
2222	3739	4671
2223	3740	4669
2224	3742	4667
2225	3743	4665
2226	3745	4663
2227	3746	4661
2228	3748	4659
2229	3749	4657
2230	3751	4655
2231	3752	4653
2232	3754	4651
2233	3755	4649
2234	3757	4647
2235	3758	4646
2236	3760	4644
2237	3761	4642
2238	3763	4640
2239	3764	4638
2240	3766	4636
2241	3767	4634
2242	3768	4632
2243	3770	4630
2244	3771	4628
2245	3772	4626
2246	3774	4624
2247	3775	4622
2248	3777	4620
2249	3778	4618
2250	3780	4616
2251	3781	4614
2252	3783	4613
2253	3785	4611
2254	3786	4609
2255	3787	4607
2256	3789	4605
2257	3791	4603
2258	3792	4602
2259	3794	4600
2260	3795	4598
2261	3797	4596
2262	3798	4594
2263	3800	4592
2264	3801	4590
2265	3803	4588
2266	3804	4586
2267	3805	4584
2268	3807	4582
2269	3809	4580
2270	3810	4579
2271	3812	4577
2272	3813	4575
2273	3816	4575
2274	3818	4574
2275	3821	4573
2276	3822	4571
2277	3824	4569
2278	3825	4567
2279	3826	4565
2280	3828	4563
2281	3829	4561
2282	3831	4559
2283	3833	4558
2284	3834	4556
2285	3836	4554
2286	3837	4552
2287	3839	4550
2288	3841	4549
2289	3843	4547
2290	3844	4546
2291	3845	4543
2292	3847	4541
2293	3848	4539
2294	3850	4537
2295	3851	4535
2296	3853	4534
2297	3854	4531
2298	3855	4530
2299	3857	4528
2300	3858	4526
2301	3860	4524
2302	3861	4522
2303	3863	4520
2304	3864	4518
2305	3866	4516
2306	3867	4514
2307	3869	4513
2308	3870	4511
2309	3872	4510
2310	3874	4508
2311	3875	4506
2312	3877	4504
2313	3879	4502
2314	3880	4500
2315	3882	4498
2316	3883	4496
2317	3884	4494
2318	3886	4492
2319	3887	4490
2320	3889	4489
2321	3891	4487
2322	3892	4485
2323	3894	4484
2324	3895	4482
2325	3897	4480
2326	3898	4478
2327	3899	4476
2328	3902	4475
2329	3903	4473
2330	3905	4471
2331	3906	4469
2332	3908	4467
2333	3909	4465
2334	3911	4463
2335	3912	4461
2336	3913	4459
2337	3915	4457
2338	3916	4455
2339	3918	4454
2340	3920	4452
2341	3921	4450
2342	3923	4449
2343	3924	4447
2344	3926	4445
2345	3927	4443
2346	3928	4441
2347	3930	4439
2348	3932	4437
2349	3933	4435
2350	3934	4433
2351	3936	4431
2352	3938	4430
2353	3939	4428
2354	3941	4426
2355	3942	4424
2356	3944	4422
2357	3946	4421
2358	3947	4419
2359	3949	4417
2360	3950	4415
2361	3951	4413
2362	3953	4411
2363	3955	4410
2364	3956	4408
2365	3958	4406
2366	3959	4404
2367	3960	4402
2368	3962	4400
2369	3963	4398
2370	3965	4396
2371	3966	4394
2372	3967	4392
2373	3969	4390
2374	3971	4389
2375	3972	4387
2376	3973	4385
2377	3975	4383
2378	3976	4381
2379	3978	4379
2380	3980	4377
2381	3981	4376
2382	3982	4374
2383	3984	4372
2384	3985	4370
2385	3988	4369
2386	3990	4367
2387	3991	4365
2388	3992	4363
2389	3994	4361
2390	3995	4360
2391	3997	4358
2392	3998	4356
2393	4000	4354
2394	4001	4352
2395	4003	4350
2396	4004	4348
2397	4006	4346
2398	4007	4344
2399	4008	4342
2400	4010	4341
2401	4012	4339
2402	4013	4337
2403	4015	4335
2404	4016	4333
2405	4017	4331
2406	4019	4330
2407	4020	4328
2408	4022	4326
2409	4023	4324
2410	4024	4322
2411	4026	4320
2412	4027	4318
2413	4029	4316
2414	4030	4314
2415	4032	4312
2416	4033	4310
2417	4035	4309
2418	4036	4307
2419	4038	4305
2420	4039	4303
2421	4041	4301
2422	4042	4299
2423	4044	4297
2424	4045	4296
2425	4047	4294
2426	4048	4292
2427	4050	4290
2428	4052	4289
2429	4053	4287
2430	4055	4285
2431	4056	4283
2432	4058	4281
2433	4059	4279
2434	4061	4278
2435	4062	4276
2436	4064	4274
2437	4065	4272
2438	4066	4270
2439	4068	4268
2440	4069	4266
2441	4071	4264
2442	4072	4262
2443	4074	4260
2444	4075	4258
2445	4077	4257
2446	4078	4255
2447	4080	4253
2448	4081	4251
2449	4083	4249
2450	4084	4248
2451	4086	4246
2452	4087	4244
2453	4089	4242
2454	4090	4240
2455	4092	4238
2456	4093	4236
2457	4095	4235
2458	4096	4233
2459	4098	4231
2460	4099	4229
2461	4101	4227
2462	4102	4225
2463	4103	4223
2464	4105	4221
2465	4107	4220
2466	4109	4219
2467	4110	4217
2468	4112	4215
2469	4113	4213
2470	4115	4211
2471	4116	4210
2472	4118	4208
2473	4121	4207
2474	4122	4205
2475	4124	4204
2476	4126	4202
2477	4127	4201
2478	4129	4199
2479	4130	4197
2480	4131	4195
2481	4133	4193
2482	4135	4191
2483	4136	4190
2484	4138	4188
2485	4139	4186
2486	4141	4184
2487	4142	4182
2488	4144	4180
2489	4145	4178
2490	4146	4176
2491	4148	4175
2492	4150	4173
2493	4151	4171
2494	4152	4169
2495	4154	4167
2496	4155	4165
2497	4157	4163
2498	4158	4161
2499	4160	4160
2500	4162	4158
2501	4164	4157
2502	4165	4155
2503	4167	4153
2504	4168	4152
2505	4170	4150
2506	4171	4148
2507	4173	4146
2508	4175	4145
2509	4177	4143
2510	4178	4141
2511	4179	4139
2512	4181	4137
2513	4182	4136
2514	4184	4134
2515	4185	4132
2516	4187	4130
2517	4188	4128
2518	4190	4127
2519	4192	4126
2520	4194	4124
2521	4195	4122
2522	4197	4120
2523	4198	4118
2524	4200	4117
2525	4201	4115
2526	4203	4113
2527	4204	4111
2528	4206	4109
2529	4207	4108
2530	4209	4106
2531	4211	4105
2532	4213	4103
2533	4214	4101
2534	4216	4100
2535	4218	4098
2536	4219	4096
2537	4221	4094
2538	4222	4092
2539	4223	4090
2540	4225	4088
2541	4226	4087
2542	4228	4085
2543	4229	4083
2544	4231	4081
2545	4232	4079
2546	4234	4078
2547	4235	4076
2548	4237	4074
2549	4238	4072
2550	4240	4070
2551	4241	4068
2552	4243	4067
2553	4244	4065
2554	4246	4063
2555	4247	4061
2556	4249	4059
2557	4250	4057
2558	4252	4056
2559	4253	4054
2560	4255	4052
2561	4256	4050
2562	4258	4048
2563	4259	4046
2564	4260	4044
2565	4262	4042
2566	4263	4041
2567	4265	4039
2568	4266	4037
2569	4267	4035
2570	4269	4033
2571	4270	4031
2572	4272	4030
2573	4274	4028
2574	4275	4026
2575	4277	4025
2576	4278	4023
2577	4280	4021
2578	4282	4019
2579	4283	4018
2580	4285	4016
2581	4287	4014
2582	4288	4012
2583	4290	4011
2584	4292	4009
2585	4293	4007
2586	4294	4006
2587	4296	4004
2588	4298	4002
2589	4299	4000
2590	4301	3998
2591	4302	3997
2592	4304	3995
2593	4305	3993
2594	4306	3991
2595	4308	3989
2596	4310	3988
2597	4311	3986
2598	4313	3984
2599	4315	3983
2600	4316	3981
2601	4317	3979
2602	4319	3977
2603	4320	3975
2604	4322	3973
2605	4324	3972
2606	4325	3970
2607	4327	3968
2608	4328	3967
2609	4330	3965
2610	4331	3963
2611	4333	3961
2612	4335	3960
2613	4336	3958
2614	4337	3956
2615	4339	3954
2616	4341	3952
2617	4342	3951
2618	4343	3949
2619	4345	3947
2620	4347	3945
2621	4348	3943
2622	4349	3941
2623	4351	3940
2624	4352	3938
2625	4354	3936
2626	4355	3934
2627	4357	3932
2628	4358	3930
2629	4360	3929
2630	4362	3927
2631	4364	3926
2632	4365	3924
2633	4367	3922
2634	4368	3920
2635	4370	3919
2636	4371	3917
2637	4373	3915
2638	4375	3914
2639	4376	3912
2640	4378	3910
2641	4381	3910
2642	4383	3908
2643	4384	3907
2644	4386	3905
2645	4388	3903
2646	4390	3902
2647	4391	3900
2648	4393	3899
2649	4395	3897
2650	4397	3896
2651	4399	3895
2652	4401	3893
2653	4402	3891
2654	4404	3890
2655	4405	3888
2656	4407	3886
2657	4408	3884
2658	4410	3882
2659	4412	3881
2660	4414	3879
2661	4415	3878
2662	4417	3876
2663	4418	3874
2664	4420	3873
2665	4421	3871
2666	4423	3869
2667	4425	3867
2668	4426	3866
2669	4428	3864
2670	4430	3863
2671	4431	3861
2672	4433	3859
2673	4435	3858
2674	4437	3856
2675	4439	3855
2676	4441	3853
2677	4443	3852
2678	4445	3851
2679	4447	3850
2680	4448	3848
2681	4450	3846
2682	4451	3844
2683	4453	3842
2684	4455	3841
2685	4456	3839
2686	4458	3837
2687	4459	3835
2688	4461	3834
2689	4462	3832
2690	4464	3830
2691	4465	3828
2692	4467	3826
2693	4468	3824
2694	4470	3823
2695	4472	3821
2696	4473	3819
2697	4475	3818
2698	4477	3816
2699	4479	3815
2700	4481	3814
2701	4484	3813
2702	4486	3812
2703	4490	3813
2704	4491	3811
2705	4493	3809
2706	4494	3807
2707	4496	3805
2708	4497	3803
2709	4499	3801
2710	4500	3800
2711	4502	3798
2712	4504	3796
2713	4506	3795
2714	4507	3793
2715	4508	3791
2716	4510	3790
2717	4511	3788
2718	4513	3786
2719	4514	3784
2720	4516	3782
2721	4517	3780
2722	4519	3779
2723	4521	3777
2724	4522	3775
2725	4523	3773
2726	4525	3771
2727	4526	3770
2728	4528	3768
2729	4529	3766
2730	4531	3764
2731	4532	3762
2732	4534	3761
2733	4535	3759
2734	4537	3757
2735	4538	3755
2736	4540	3753
2737	4541	3751
2738	4543	3750
2739	4544	3748
2740	4545	3746
2741	4547	3744
2742	4548	3742
2743	4550	3740
2744	4551	3739
2745	4553	3737
2746	4554	3735
2747	4555	3733
2748	4557	3731
2749	4559	3730
2750	4561	3729
2751	4562	3727
2752	4564	3725
2753	4565	3723
2754	4567	3721
2755	4568	3720
2756	4570	3718
2757	4572	3716
2758	4573	3714
2759	4575	3713
2760	4577	3711
2761	4578	3710
2762	4580	3708
2763	4581	3706
2764	4583	3704
2765	4584	3702
2766	4586	3701
2767	4587	3699
2768	4589	3697
2769	4590	3695
2770	4592	3694
2771	4594	3692
2772	4595	3690
2773	4596	3688
2774	4598	3686
2775	4599	3685
2776	4601	3683
2777	4602	3681
2778	4603	3679
2779	4605	3677
2780	4606	3675
2781	4608	3674
2782	4610	3672
2783	4612	3671
2784	4614	3670
2785	4616	3668
2786	4618	3667
2787	4619	3665
2788	4620	3663
2789	4622	3661
2790	4623	3659
2791	4625	3657
2792	4627	3656
2793	4628	3654
2794	4629	3652
2795	4631	3650
2796	4632	3649
2797	4634	3647
2798	4636	3646
2799	4638	3644
2800	4639	3642
2801	4642	3641
2802	4643	3639
2803	4644	3637
2804	4646	3636
2805	4654	3639
2806	4656	3638
2807	4658	3636
2808	4659	3634
2809	4661	3632
2810	4662	3630
2811	4664	3629
2812	4666	3627
2813	4667	3625
2814	4669	3624
2815	4671	3622
2816	4672	3621
2817	4675	3620
2818	4676	3618
2819	4678	3616
2820	4679	3614
2821	4681	3613
2822	4683	3611
2823	4684	3609
2824	4685	3607
2825	4687	3605
2826	4688	3603
2827	4690	3602
2828	4691	3600
2829	4693	3598
2830	4694	3596
2831	4695	3594
2832	4697	3593
2833	4698	3591
2834	4700	3589
2835	4701	3587
2836	4703	3585
2837	4704	3584
2838	4706	3582
2839	4708	3581
2840	4709	3579
2841	4711	3577
2842	4712	3575
2843	4714	3573
2844	4715	3572
2845	4717	3570
2846	4719	3569
2847	4721	3567
2848	4722	3565
2849	4724	3563
2850	4725	3561
2851	4727	3560
2852	4728	3558
2853	4729	3556
2854	4731	3554
2855	4732	3552
2856	4734	3551
2857	4735	3549
2858	4737	3547
2859	4738	3545
2860	4740	3544
2861	4741	3542
2862	4743	3540
2863	4744	3538
2864	4746	3536
2865	4747	3535
2866	4749	3533
2867	4750	3531
2868	4752	3529
2869	4753	3527
2870	4754	3525
2871	4756	3524
2872	4757	3522
2873	4759	3520
2874	4760	3518
2875	4762	3516
2876	4763	3515
2877	4765	3513
2878	4766	3511
2879	4768	3510
2880	4769	3508
2881	4771	3506
2882	4773	3505
2883	4774	3503
2884	4776	3501
2885	4777	3499
2886	4779	3497
2887	4780	3496
2888	4782	3494
2889	4783	3492
2890	4784	3490
2891	4786	3488
2892	4788	3487
2893	4790	3486
2894	4791	3484
2895	4793	3482
2896	4794	3480
2897	4796	3478
2898	4797	3477
2899	4799	3475
2900	4800	3473
2901	4802	3471
2902	4803	3469
2903	4805	3468
2904	4806	3466
2905	4808	3464
2906	4809	3462
2907	4811	3461
2908	4813	3459
2909	4814	3457
2910	4815	3455
2911	4817	3454
2912	4818	3452
2913	4820	3450
2914	4822	3449
2915	4823	3447
2916	4825	3445
2917	4826	3443
2918	4828	3442
2919	4829	3440
2920	4831	3438
2921	4832	3436
2922	4834	3434
2923	4835	3433
2924	4836	3431
2925	4838	3429
2926	4839	3427
2927	4841	3425
2928	4842	3424
2929	4843	3422
2930	4845	3420
2931	4846	3418
2932	4848	3416
2933	4849	3415
2934	4851	3413
2935	4852	3411
2936	4855	3410
2937	4857	3408
2938	4858	3407
2939	4859	3405
2940	4861	3403
2941	4863	3401
2942	4864	3400
2943	4866	3398
2944	4867	3396
2945	4869	3395
2946	4871	3393
2947	4873	3392
2948	4874	3390
2949	4876	3388
2950	4877	3386
2951	4879	3385
2952	4881	3383
2953	4882	3381
2954	4883	3379
2955	4885	3378
2956	4887	3376
2957	4888	3374
2958	4890	3373
2959	4892	3371
2960	4893	3369
2961	4894	3367
2962	4896	3366
2963	4897	3364
2964	4899	3362
2965	4900	3360
2966	4902	3358
2967	4903	3357
2968	4905	3355
2969	4906	3353
2970	4907	3351
2971	4909	3349
2972	4910	3348
2973	4912	3346
2974	4914	3344
2975	4915	3343
2976	4917	3341
2977	4918	3339
2978	4920	3338
2979	4921	3336
2980	4923	3334
2981	4924	3332
2982	4926	3330
2983	4927	3329
2984	4929	3327
2985	4930	3325
2986	4931	3323
2987	4933	3321
2988	4934	3319
2989	4936	3318
2990	4937	3316
2991	4939	3314
2992	4940	3312
2993	4942	3311
2994	4943	3309
2995	4945	3307
2996	4947	3306
2997	4948	3304
2998	4949	3302
2999	4951	3300
3000	4952	3299
3001	4955	3298
3002	4956	3296
3003	4957	3294
3004	4959	3292
3005	4960	3290
3006	4962	3289
3007	4964	3287
3008	4965	3285
3009	4967	3283
3010	4969	3282
3011	4970	3280
3012	4971	3278
3013	4973	3277
3014	4975	3275
3015	4976	3273
3016	4978	3272
3017	4979	3270
3018	4980	3268
3019	4982	3266
3020	4984	3265
3021	4986	3263
3022	4987	3261
3023	4988	3259
3024	4990	3258
3025	4991	3256
3026	4993	3254
3027	4994	3252
3028	4996	3251
3029	4997	3249
3030	4999	3247
3031	5001	3246
3032	5002	3244
3033	5004	3242
3034	5005	3240
3035	5007	3239
3036	5008	3237
3037	5010	3235
3038	5011	3233
3039	5013	3232
3040	5014	3230
3041	5015	3228
3042	5018	3227
3043	5019	3225
3044	5020	3223
3045	5022	3221
3046	5023	3219
3047	5025	3218
3048	5026	3216
3049	5028	3214
3050	5029	3212
3051	5030	3210
3052	5032	3209
3053	5033	3207
3054	5036	3206
3055	5037	3204
3056	5038	3202
3057	5040	3200
3058	5041	3199
3059	5043	3197
3060	5044	3195
3061	5045	3193
3062	5047	3191
3063	5048	3190
3064	5050	3188
3065	5051	3186
3066	5052	3184
3067	5054	3182
3068	5055	3180
3069	5057	3179
3070	5058	3177
3071	5060	3175
3072	5061	3174
3073	5063	3172
3074	5064	3170
3075	5066	3168
3076	5067	3167
3077	5069	3165
3078	5071	3163
3079	5072	3162
3080	5074	3160
3081	5076	3159
3082	5077	3157
3083	5079	3155
3084	5080	3153
3085	5081	3151
3086	5083	3150
3087	5085	3148
3088	5086	3146
3089	5088	3145
3090	5089	3143
3091	5091	3141
3092	5092	3139
3093	5094	3138
3094	5095	3136
3095	5097	3134
3096	5098	3132
3097	5100	3131
3098	5101	3129
3099	5103	3127
3100	5104	3126
3101	5106	3124
3102	5107	3122
3103	5109	3121
3104	5112	3120
3105	5113	3118
3106	5115	3116
3107	5116	3114
3108	5118	3113
3109	5119	3111
3110	5121	3109
3111	5122	3108
3112	5124	3106
3113	5127	3105
3114	5128	3103
3115	5130	3101
3116	5131	3100
3117	5133	3098
3118	5134	3096
3119	5136	3095
3120	5138	3093
3121	5139	3091
3122	5141	3090
3123	5142	3088
3124	5143	3086
3125	5145	3084
3126	5146	3082
3127	5148	3081
3128	5149	3079
3129	5151	3077
3130	5153	3076
3131	5154	3074
3132	5156	3072
3133	5157	3071
3134	5159	3069
3135	5160	3067
3136	5162	3065
3137	5165	3065
3138	5176	3069
3139	5178	3067
3140	5180	3065
3141	5182	3064
3142	5184	3063
3143	5186	3061
3144	5187	3059
3145	5189	3058
3146	5191	3056
3147	5192	3055
3148	5194	3053
3149	5196	3051
3150	5198	3050
3151	5200	3048
3152	5201	3046
3153	5203	3045
3154	5204	3043
3155	5206	3041
3156	5208	3040
3157	5209	3038
3158	5211	3036
3159	5212	3035
3160	5214	3033
3161	5215	3031
3162	5216	3029
3163	5218	3028
3164	5219	3026
3165	5221	3024
3166	5223	3023
3167	5224	3021
3168	5226	3019
3169	5227	3017
3170	5229	3016
3171	5230	3014
3172	5232	3012
3173	5233	3010
3174	5235	3009
3175	5236	3007
3176	5238	3005
3177	5239	3004
3178	5241	3002
3179	5242	3000
3180	5244	2998
3181	5246	2997
3182	5247	2995
3183	5248	2993
3184	5250	2991
3185	5251	2990
3186	5253	2988
3187	5254	2986
3188	5256	2985
3189	5257	2983
3190	5259	2981
3191	5260	2979
3192	5262	2978
3193	5264	2976
3194	5266	2975
3195	5267	2973
3196	5269	2971
3197	5270	2969
3198	5272	2968
3199	5273	2966
3200	5275	2964
3201	5276	2962
3202	5278	2961
3203	5280	2959
3204	5282	2958
3205	5284	2957
3206	5286	2955
3207	5287	2953
3208	5290	2952
3209	5291	2950
3210	5293	2949
3211	5294	2947
3212	5296	2945
3213	5298	2944
3214	5299	2942
3215	5301	2940
3216	5302	2938
3217	5305	2937
3218	5306	2936
3219	5308	2934
3220	5310	2932
3221	5311	2931
3222	5313	2929
3223	5314	2927
3224	5315	2925
3225	5317	2924
3226	5318	2922
3227	5320	2920
3228	5321	2918
3229	5323	2917
3230	5324	2915
3231	5325	2913
3232	5327	2911
3233	5329	2910
3234	5330	2908
3235	5332	2906
3236	5334	2905
3237	5336	2903
3238	5337	2902
3239	5339	2900
3240	5340	2898
3241	5342	2896
3242	5343	2895
3243	5345	2893
3244	5346	2891
3245	5348	2890
3246	5350	2888
3247	5351	2886
3248	5353	2885
3249	5355	2883
3250	5357	2882
3251	5359	2880
3252	5360	2879
3253	5362	2877
3254	5364	2875
3255	5365	2873
3256	5366	2872
3257	5368	2870
3258	5370	2868
3259	5371	2866
3260	5372	2865
3261	5374	2863
3262	5376	2861
3263	5378	2860
3264	5379	2858
3265	5381	2856
3266	5382	2855
3267	5385	2854
3268	5386	2852
3269	5388	2850
3270	5389	2848
3271	5391	2847
3272	5392	2845
3273	5394	2843
3274	5395	2841
3275	5396	2839
3276	5398	2838
3277	5399	2836
3278	5400	2834
3279	5402	2833
3280	5404	2831
3281	5405	2829
