iter	RMSE
1506	0.06684078784
1507	0.06683660582
1508	0.06683314255
1509	0.06681415014
1510	0.06677859744
1511	0.06675115017
1512	0.06672298854
1513	0.06669961813
1514	0.06667135338
1515	0.06664393923
1516	0.06662358668
1517	0.06659770355
1518	0.06658223724
1519	0.06655871981
1520	0.06653371207
1521	0.06652796309
1522	0.06651403359
1523	0.06648793915
1524	0.06647247723
1525	0.06646662465
1526	0.06644874815
1527	0.06643873696
1528	0.06640544584
1529	0.06636378461
1530	0.06632747917
1531	0.06630372678
1532	0.06629615635
1533	0.06629178791
1534	0.06628702079
1535	0.06624152984
1536	0.06621772913
1537	0.06619688782
1538	0.06617708161
1539	0.06613328754
1540	0.06610348519
1541	0.06606796387
1542	0.06604692014
1543	0.06600421474
1544	0.06598780243
1545	0.06597381383
1546	0.06594476765
1547	0.06590770713
1548	0.06589524847
1549	0.06587766436
1550	0.06586261406
1551	0.06583610485
1552	0.06581864489
1553	0.06578156879
1554	0.06576452366
1555	0.06574998807
1556	0.06574607089
1557	0.06573241657
1558	0.06569567791
1559	0.06566566118
1560	0.06563506822
1561	0.06561730489
1562	0.06557688002
1563	0.06556237302
1564	0.06553252574
1565	0.06548850812
1566	0.06545940571
1567	0.06543661892
1568	0.06540759726
1569	0.06539059086
1570	0.06536092041
1571	0.06534500729
1572	0.06531916711
1573	0.06528530611
1574	0.0652457689
1575	0.06521797306
1576	0.06519904519
1577	0.06517829338
1578	0.06516367036
1579	0.06515076502
1580	0.06513592403
1581	0.06512955666
1582	0.06512548154
1583	0.06508487707
1584	0.06507105116
1585	0.06503802031
1586	0.06502686684
1587	0.0650015586
1588	0.06498775717
1589	0.06496787112
1590	0.06493070436
1591	0.06492742557
1592	0.06489699935
1593	0.0648740236
1594	0.06484836376
1595	0.06482237777
1596	0.06479866586
1597	0.06476809442
1598	0.06473441277
1599	0.06470989416
1600	0.0646899814
1601	0.0646655298
1602	0.06465331254
1603	0.06464715236
1604	0.06462766813
1605	0.06462398364
1606	0.06461481952
1607	0.06458348672
1608	0.0645748669
1609	0.06456726581
1610	0.06454751057
1611	0.06454200442
1612	0.06451969077
1613	0.06449465337
1614	0.06447954959
1615	0.06446948224
1616	0.06446689832
1617	0.06444564943
1618	0.06444264668
1619	0.06440966205
1620	0.06438577666
1621	0.06433349844
1622	0.06430508692
1623	0.0642943497
1624	0.06428061256
1625	0.06425383888
1626	0.06424610303
1627	0.06422530746
1628	0.06420236854
1629	0.06417920541
1630	0.06415837558
1631	0.06415501505
1632	0.06414058417
1633	0.0641338483
1634	0.06410210219
1635	0.06408743453
1636	0.06406264877
1637	0.06405656076
1638	0.06405155947
1639	0.06401295993
1640	0.06399397044
1641	0.06399109735
1642	0.06398501663
1643	0.06396573967
1644	0.06392778338
1645	0.06392502605
1646	0.06391028136
1647	0.06387771881
1648	0.06386182431
1649	0.06383491962
1650	0.06382228371
1651	0.06378975423
1652	0.06375697923
1653	0.06372948778
1654	0.0636925647
1655	0.06367169916
1656	0.0636687082
1657	0.06362887828
1658	0.06359642017
1659	0.06355949292
1660	0.06353229087
1661	0.06350608064
1662	0.06347867533
1663	0.06344395795
1664	0.06343766493
1665	0.06342667915
1666	0.06340058584
1667	0.06339581439
1668	0.06338133114
1669	0.063370867
1670	0.06333589038
1671	0.06330602017
1672	0.06328637557
1673	0.06326085357
1674	0.06324869533
1675	0.06324563916
1676	0.0632087393
1677	0.06318272099
1678	0.06316675915
1679	0.06313599419
1680	0.06312189334
1681	0.06310768361
1682	0.06309405877
1683	0.0630820823
1684	0.06305672405
1685	0.06303420261
1686	0.06302268576
1687	0.06301921656
1688	0.0630029968
1689	0.06297769225
1690	0.06297180278
1691	0.06294248339
1692	0.06292351514
1693	0.06288971418
1694	0.06287286671
1695	0.06284202291
1696	0.06282710865
1697	0.06279598886
1698	0.06275856849
1699	0.06273612795
1700	0.06273326716
1701	0.0626970072
1702	0.06269495069
1703	0.06269174905
1704	0.06266648952
1705	0.06262904504
1706	0.06261071683
1707	0.06260854011
1708	0.0625967323
1709	0.06255701277
1710	0.06255117127
1711	0.0625280687
1712	0.06249541193
1713	0.06247812472
1714	0.06245337813
1715	0.06243356398
1716	0.06240699631
1717	0.06238819196
1718	0.06235030259
1719	0.06231128085
1720	0.06227629003
1721	0.06224833341
1722	0.06223305019
1723	0.0622261585
1724	0.06220540965
1725	0.0621813552
1726	0.06215893127
1727	0.06214752697
1728	0.06211926091
1729	0.06210576822
1730	0.06207728051
1731	0.06205355644
1732	0.06202961054
1733	0.06202675057
1734	0.06202395622
1735	0.06202227502
1736	0.06200011101
1737	0.06196511699
1738	0.06195141736
1739	0.06193684957
1740	0.06191587361
1741	0.06190291354
1742	0.06188372382
1743	0.06186233216
1744	0.06186011465
1745	0.06185397977
1746	0.0618180929
1747	0.06179040272
1748	0.06176756712
1749	0.0617472413
1750	0.06171842953
1751	0.06168073016
1752	0.06166575646
1753	0.0616429092
1754	0.06161850069
1755	0.06159311436
1756	0.06156247637
1757	0.06154088882
1758	0.06152560254
1759	0.06149867983
1760	0.06145491361
1761	0.0614319504
1762	0.06140987011
1763	0.06138927733
1764	0.0613641007
1765	0.0613523616
1766	0.06132674909
1767	0.06130449598
1768	0.06130163824
1769	0.06127482706
1770	0.06125224908
1771	0.06123268806
1772	0.06122452451
1773	0.06121051412
1774	0.06119644734
1775	0.06116406941
1776	0.06113881223
1777	0.06112248281
1778	0.06110136686
1779	0.06109397775
1780	0.06107342776
1781	0.06105086729
1782	0.06102899234
1783	0.06101044224
1784	0.06099573655
1785	0.06095712662
1786	0.06094599514
1787	0.06094420844
1788	0.06091110257
1789	0.06088837278
1790	0.06087558666
1791	0.06086438075
1792	0.06083874947
1793	0.06083624845
1794	0.06081693532
1795	0.06081476144
1796	0.06079765324
1797	0.060774224
1798	0.06076043129
1799	0.06073875558
1800	0.06071830161
1801	0.06070250263
1802	0.06066596242
1803	0.06064630914
1804	0.06060606149
1805	0.06059224716
1806	0.06058884275
1807	0.06058000839
1808	0.06054114416
1809	0.0605055196
1810	0.06047561527
1811	0.06045089065
1812	0.0604104974
1813	0.0603828702
1814	0.06037236447
1815	0.0603502691
1816	0.06032487167
1817	0.06030879207
1818	0.06028190192
1819	0.06026490916
1820	0.06024774796
1821	0.06020555093
1822	0.06017098251
1823	0.06016285054
1824	0.06013707863
1825	0.06011375557
1826	0.06008411146
1827	0.06006437021
1828	0.060047384
1829	0.06003248465
1830	0.06000495153
1831	0.0599758753
1832	0.05995536573
1833	0.05993905084
1834	0.05992370924
1835	0.05990521954
1836	0.059897358
1837	0.05989536165
1838	0.05987065235
1839	0.05984156308
1840	0.05981785144
1841	0.05979171773
1842	0.05976281367
1843	0.05974892419
1844	0.05972941503
1845	0.05972634027
1846	0.05971594768
1847	0.05969260426
1848	0.059668332
1849	0.0596353997
1850	0.05960543593
1851	0.0595821046
1852	0.0595574413
1853	0.05954639719
1854	0.05952239195
1855	0.0594960431
1856	0.05948096108
1857	0.0594714959
1858	0.05946844287
1859	0.0594465098
1860	0.05944414529
1861	0.059430845
1862	0.05940493321
1863	0.05938006843
1864	0.05936154704
1865	0.0593362497
1866	0.05931646062
1867	0.05929460546
1868	0.05929056395
1869	0.05927503444
1870	0.05925343367
1871	0.0592335942
1872	0.05921740262
1873	0.05919851001
1874	0.05916376923
1875	0.0591314043
1876	0.0591184811
1877	0.05910791757
1878	0.05908184443
1879	0.05905045237
1880	0.05902498273
1881	0.05900433569
1882	0.05897364119
1883	0.0589400306
1884	0.05892479158
1885	0.05890681323
1886	0.05888875355
1887	0.05887449507
1888	0.05884182341
1889	0.05882155575
1890	0.05880449182
1891	0.05878922846
1892	0.05875596531
1893	0.05873490179
1894	0.05870917078
1895	0.05869328322
1896	0.0586911933
1897	0.05868886371
1898	0.0586864609
1899	0.05868460688
1900	0.05865398983
1901	0.05865223025
1902	0.05863675878
1903	0.05860853303
1904	0.05860638899
1905	0.05858243148
1906	0.05857991415
1907	0.05855595704
1908	0.05854806554
1909	0.05854493544
1910	0.05852367504
1911	0.05851387355
1912	0.05850862458
1913	0.05848689712
1914	0.05847675883
1915	0.05846643434
1916	0.05843725987
1917	0.0584163525
1918	0.05839205537
1919	0.05838356664
1920	0.058380059
1921	0.05835408744
1922	0.05834689664
1923	0.05831727713
1924	0.05829371449
1925	0.05828191959
1926	0.05827510817
1927	0.05824435492
1928	0.05824199146
1929	0.05823972949
1930	0.05820303536
1931	0.05818526177
1932	0.05816071165
1933	0.05814737806
1934	0.05812296236
1935	0.05809519128
1936	0.05807876951
1937	0.05806246701
1938	0.05805325435
1939	0.05803240274
1940	0.05799490777
1941	0.0579678685
1942	0.05794341095
1943	0.05794029504
1944	0.05790313985
1945	0.05787455598
1946	0.05784771013
1947	0.05781805532
1948	0.05780523957
1949	0.05779405301
1950	0.05778242855
1951	0.05775677374
1952	0.05773422557
1953	0.05771501626
1954	0.05768631794
1955	0.05767408564
1956	0.05765071729
1957	0.05763295683
1958	0.05761012128
1959	0.05758573625
1960	0.05757355491
1961	0.05757081014
1962	0.05756935313
1963	0.05754157463
1964	0.05752034144
1965	0.05748965591
1966	0.05746039551
1967	0.05744162834
1968	0.05741712337
1969	0.05738619335
1970	0.05737469766
1971	0.05733809138
1972	0.05731085455
1973	0.05727784263
1974	0.05726158472
1975	0.0572316646
1976	0.0572062913
1977	0.05719385742
1978	0.05716047686
1979	0.05713866778
1980	0.05711642103
1981	0.0570999736
1982	0.05707188638
1983	0.05705441089
1984	0.05704010001
1985	0.0570273674
1986	0.05699818349
1987	0.05699005288
1988	0.05698552668
1989	0.05695950558
1990	0.05693804007
1991	0.05691536198
1992	0.05689984352
1993	0.05688032853
1994	0.05686080035
1995	0.05684647502
1996	0.05683436939
1997	0.05680365367
1998	0.05678074083
1999	0.05676696592
2000	0.05675277703
2001	0.05672534672
2002	0.05669781523
2003	0.05668932586
2004	0.05667035649
2005	0.05665338066
2006	0.056643622
2007	0.05664029463
2008	0.05662412316
2009	0.05659061575
2010	0.05657691113
2011	0.0565614004
2012	0.0565401143
2013	0.05652252794
2014	0.0565013119
2015	0.05647425617
2016	0.05646337736
2017	0.05643469936
2018	0.05640908682
2019	0.05639518051
2020	0.05637212619
2021	0.05636080357
2022	0.05633132958
2023	0.05629901544
2024	0.05626707915
2025	0.05623883989
2026	0.05621495353
2027	0.05621264378
2028	0.05621095543
2029	0.05618032284
2030	0.05617674106
2031	0.05615412332
2032	0.05613075379
2033	0.05611061739
2034	0.05608345696
2035	0.05605567947
2036	0.05603184091
2037	0.05599751074
2038	0.05596115179
2039	0.05595588574
2040	0.05592919973
2041	0.05592696741
2042	0.0559038546
2043	0.05587373791
2044	0.05584108579
2045	0.0558126067
2046	0.05579658697
2047	0.05576223575
2048	0.05574504684
2049	0.05572779617
2050	0.0557155838
2051	0.05569436532
2052	0.05566906294
2053	0.05564739975
2054	0.05564510474
2055	0.05562002226
2056	0.05560971356
2057	0.05558287386
2058	0.05557094115
2059	0.05555597831
2060	0.05553256304
2061	0.05551228448
2062	0.05549613698
2063	0.05546480836
2064	0.05542694699
2065	0.05542511685
2066	0.05540369094
2067	0.05537458889
2068	0.05535835691
2069	0.05533996729
2070	0.05532172509
2071	0.05529124271
2072	0.05525729248
2073	0.05525410317
2074	0.05522753307
2075	0.0551971952
2076	0.05517631713
2077	0.05515763734
2078	0.05513742796
2079	0.05513505935
2080	0.05512228247
2081	0.0551065182
2082	0.05509936191
2083	0.05507861719
2084	0.05505790757
2085	0.05503717931
2086	0.05502096805
2087	0.05500596047
2088	0.05498434336
2089	0.05497463041
2090	0.05497267508
2091	0.05495657702
2092	0.05494016173
2093	0.05490944895
2094	0.05489454089
2095	0.05487062567
2096	0.05485236787
2097	0.05482923646
2098	0.054811832
2099	0.05479190784
2100	0.05476874716
2101	0.05474017846
2102	0.05472884777
2103	0.05472659026
2104	0.05470934984
2105	0.05470730163
2106	0.0546812277
2107	0.05466603924
2108	0.05464643919
2109	0.05462101551
2110	0.0546084434
2111	0.05459488247
2112	0.05457376815
2113	0.05456233817
2114	0.05453887321
2115	0.05451653545
2116	0.05449927749
2117	0.05448256855
2118	0.05446526524
2119	0.0544421439
2120	0.05441482291
2121	0.05438168034
2122	0.05436660847
2123	0.05434648046
2124	0.05434431135
2125	0.05432619532
2126	0.05429400708
2127	0.05426823721
2128	0.05425571983
2129	0.0542309442
2130	0.05420690462
2131	0.05418664363
2132	0.05418060202
2133	0.05416427169
2134	0.054138262
2135	0.05411769678
2136	0.05409822395
2137	0.05406827001
2138	0.05405162384
2139	0.05403365983
2140	0.0540161705
2141	0.05398958001
2142	0.05396812582
2143	0.05394458684
2144	0.05392672926
2145	0.05389480697
2146	0.05386216688
2147	0.05384678737
2148	0.05383838811
2149	0.05382371377
2150	0.0538021527
2151	0.05377721922
2152	0.05375715425
2153	0.05373475438
2154	0.05371211422
2155	0.05369454659
2156	0.05366076905
2157	0.05364302762
2158	0.05362847745
2159	0.05361696991
2160	0.05359917939
2161	0.05356747689
2162	0.05354398656
2163	0.05353018252
2164	0.05351242462
2165	0.05349299842
2166	0.0534766116
2167	0.05346680968
2168	0.05345211797
2169	0.05343050762
2170	0.05341584114
2171	0.05340361299
2172	0.05338896608
2173	0.05337371757
2174	0.05335708452
2175	0.05332994731
2176	0.05332182771
2177	0.05329973381
2178	0.05327012433
2179	0.05325760414
2180	0.05324657725
2181	0.05322689413
2182	0.05320763957
2183	0.05317973718
2184	0.05316393708
2185	0.05314226918
2186	0.05313451885
2187	0.05312752294
2188	0.05311282305
2189	0.05310011576
2190	0.05308202327
2191	0.05306551178
2192	0.05304562337
2193	0.05302239646
2194	0.05300367952
2195	0.0529785455
2196	0.05295918282
2197	0.05294576889
2198	0.05292681794
2199	0.05289878475
2200	0.05286515391
2201	0.0528374001
2202	0.05283451773
2203	0.05282807379
2204	0.05281370303
2205	0.05279192886
2206	0.05277600264
2207	0.05275586836
2208	0.05272404109
2209	0.05271178979
2210	0.05269645536
2211	0.05267234007
2212	0.05265889897
2213	0.05264733943
2214	0.05263232298
2215	0.05261910771
2216	0.05259860756
2217	0.05258114917
2218	0.05255728132
2219	0.05254835428
2220	0.05254231855
2221	0.05251228703
2222	0.05249655009
2223	0.05247077101
2224	0.05245229301
2225	0.05244960309
2226	0.05242936868
2227	0.05241666708
2228	0.05239771789
2229	0.05238038286
2230	0.05236789895
2231	0.05235344683
2232	0.05232691569
2233	0.05229316073
2234	0.05226986878
2235	0.05225164698
2236	0.05222611019
2237	0.05220693892
2238	0.05218651743
2239	0.05215930113
2240	0.05214617587
2241	0.05214015816
2242	0.05212209242
2243	0.05209798413
2244	0.05209405856
2245	0.05208726697
2246	0.05208286667
2247	0.0520642467
2248	0.05205209407
2249	0.05203134949
2250	0.05202512485
2251	0.05200080873
2252	0.05198012653
2253	0.05196031121
2254	0.05194455781
2255	0.05194071003
2256	0.0519274058
2257	0.05192648183
2258	0.0519023566
2259	0.05189917453
2260	0.05188362196
2261	0.0518689884
2262	0.05184797151
2263	0.05182877919
2264	0.05181505182
2265	0.05181321351
2266	0.05180416128
2267	0.05179981575
2268	0.05178102938
2269	0.0517681609
2270	0.05176275739
2271	0.0517424152
2272	0.05172637495
2273	0.05171309561
2274	0.05170730466
2275	0.05169004212
2276	0.05167195075
2277	0.05165909824
2278	0.05163534055
2279	0.05162430427
2280	0.05161060736
2281	0.05158939063
2282	0.0515707545
2283	0.05154676756
2284	0.05152851006
2285	0.05150969037
2286	0.05149798027
2287	0.05147313278
2288	0.05144155784
2289	0.05141706046
2290	0.05140181261
2291	0.05137947334
2292	0.05136165406
2293	0.0513576848
2294	0.05134542654
2295	0.05132373177
2296	0.05130939338
2297	0.05128465641
2298	0.05128227494
2299	0.05127102383
2300	0.05125494929
2301	0.05123270691
2302	0.05122243446
2303	0.05120229287
2304	0.05119971775
2305	0.05117692068
2306	0.05116351244
2307	0.05114881414
2308	0.05111452193
2309	0.05109949348
2310	0.05107720273
2311	0.05105640608
2312	0.05103965943
2313	0.05102132597
2314	0.05099405811
2315	0.05098232434
2316	0.050966717
2317	0.05095840117
2318	0.05094476436
2319	0.05093444795
2320	0.05091599216
2321	0.05090067922
2322	0.05088019729
2323	0.05086708613
2324	0.05086056994
2325	0.05085631259
2326	0.05084608404
2327	0.0508338639
2328	0.05081788493
2329	0.05080579811
2330	0.05078363185
2331	0.05075995742
2332	0.05073977958
2333	0.05071407163
2334	0.05069923098
2335	0.05069624638
2336	0.0506727508
2337	0.05064715324
2338	0.05062974627
2339	0.05062185092
2340	0.05059888289
2341	0.05057798456
2342	0.05056588074
2343	0.05054617445
2344	0.05052310667
2345	0.05050465318
2346	0.05048446684
2347	0.05046393129
2348	0.0504338919
2349	0.05040639568
2350	0.05038998909
2351	0.05037651481
2352	0.05035434681
2353	0.0503325037
2354	0.05031577173
2355	0.05030021482
2356	0.05029848121
2357	0.05028299686
2358	0.05026838375
2359	0.05024815338
2360	0.05022806175
2361	0.05020907835
2362	0.05019088886
2363	0.05016995103
2364	0.05014726109
2365	0.05012343384
2366	0.05010745211
2367	0.05009887106
2368	0.05008543549
2369	0.0500827354
2370	0.05007382793
2371	0.05005465724
2372	0.05003677456
2373	0.0500236083
2374	0.05000532016
2375	0.04999020614
2376	0.04997795732
2377	0.0499694606
2378	0.04993572977
2379	0.04992116124
2380	0.04989502057
2381	0.04987757363
2382	0.04986817763
2383	0.04984867287
2384	0.04982761883
2385	0.04981061226
2386	0.04979433237
2387	0.04977826585
2388	0.04975482866
2389	0.04973720989
2390	0.04971741282
2391	0.04970239495
2392	0.04970099711
2393	0.04969778473
2394	0.04967429767
2395	0.04966585148
2396	0.04965359787
2397	0.04963239516
2398	0.04960349527
2399	0.04958544235
2400	0.04956177742
2401	0.04954330504
2402	0.0495383956
2403	0.04951732708
2404	0.04951132091
2405	0.04949319812
2406	0.04948480513
2407	0.04945906955
2408	0.04944323667
2409	0.04941566859
2410	0.0494044672
2411	0.04940286591
2412	0.04937792516
2413	0.04937608489
2414	0.04936846881
2415	0.04935564733
2416	0.04935135826
2417	0.04932263785
2418	0.04930986737
2419	0.04930498709
2420	0.04929364022
2421	0.04928245073
2422	0.0492725422
2423	0.04925123368
2424	0.04923832319
2425	0.04922091566
2426	0.0492071296
2427	0.04918261353
2428	0.04915828393
2429	0.0491404116
2430	0.04912262412
2431	0.04910113038
2432	0.04908414136
2433	0.04906299354
2434	0.04905249
2435	0.04903217519
2436	0.04900414354
2437	0.04898356634
2438	0.04897532268
2439	0.04894839121
2440	0.04893378867
2441	0.04891390166
2442	0.04890833626
2443	0.04889436706
2444	0.04886666857
2445	0.04885023125
2446	0.04884003464
2447	0.0488214539
2448	0.04879169957
2449	0.04878277732
2450	0.04878108495
2451	0.04876143625
2452	0.04873765833
2453	0.04871446063
2454	0.04870518876
2455	0.04869079565
2456	0.04868336111
2457	0.04866887204
2458	0.048639423
2459	0.04862090641
2460	0.04858889546
2461	0.0485776862
2462	0.04856413969
2463	0.04855451787
2464	0.04854005396
2465	0.04853073256
2466	0.04852320475
2467	0.0485170718
2468	0.04849488185
2469	0.04847296121
2470	0.04846298258
2471	0.04843955509
2472	0.04842672942
2473	0.04840825192
2474	0.04838491412
2475	0.0483682743
2476	0.04835344993
2477	0.04834864438
2478	0.04833101824
2479	0.0483165026
2480	0.04829689764
2481	0.04827456772
2482	0.04826457429
2483	0.04825771969
2484	0.04824776964
2485	0.04823331546
2486	0.04821484866
2487	0.0482082793
2488	0.04818003618
2489	0.04816765874
2490	0.04815967078
2491	0.04814828262
2492	0.04812598718
2493	0.04812205909
2494	0.04810085728
2495	0.04808457252
2496	0.04806349682
2497	0.04805796524
2498	0.04804471946
2499	0.04803162606
2500	0.0480143311
2501	0.04798877184
2502	0.04797406295
2503	0.04796893307
2504	0.0479466827
2505	0.04791987894
2506	0.04790063097
2507	0.04788049429
2508	0.04787128538
2509	0.04785635298
2510	0.04782732826
2511	0.0478259271
2512	0.04780748869
2513	0.04779635157
2514	0.04779276705
2515	0.04778038129
2516	0.04776241785
2517	0.04775086577
2518	0.04772685913
2519	0.04771638954
2520	0.04769271174
2521	0.04768043955
2522	0.04766935386
2523	0.04763898884
2524	0.04762163793
2525	0.04760534779
2526	0.04759280391
2527	0.04756852198
2528	0.04756250361
2529	0.04754420045
2530	0.047528586
2531	0.04751405123
2532	0.04749574696
2533	0.04748651412
2534	0.0474646449
2535	0.04744631021
2536	0.04742491655
2537	0.04741670433
2538	0.04738904266
2539	0.04738592653
2540	0.047360819
2541	0.04733993399
2542	0.04733257079
2543	0.04731777705
2544	0.04730042749
2545	0.0472857715
2546	0.04727606529
2547	0.04725807126
2548	0.04724171091
2549	0.0472282167
2550	0.0472043655
2551	0.04717988777
2552	0.04715944153
2553	0.04714492576
2554	0.04713062213
2555	0.04710932343
2556	0.04708731065
2557	0.04707651236
2558	0.04706416053
2559	0.04705246308
2560	0.0470406133
2561	0.04703037894
2562	0.0470143007
2563	0.04700110427
2564	0.04699676988
2565	0.04698069834
2566	0.04696504795
2567	0.04695663703
2568	0.0469423006
2569	0.04692697971
2570	0.04690358619
2571	0.04689882072
2572	0.04687865932
2573	0.04686217826
2574	0.04685447209
2575	0.04682956735
2576	0.04680512232
2577	0.04679999637
2578	0.04677726225
2579	0.04675743648
2580	0.04675305401
2581	0.04674960653
2582	0.04674651363
2583	0.04673384357
2584	0.04672457813
2585	0.0467218655
2586	0.04670540894
2587	0.04668957002
2588	0.04667299601
2589	0.04666545502
2590	0.04664999909
2591	0.04663614371
2592	0.04661881318
2593	0.0466032154
2594	0.046586841
2595	0.04657075648
2596	0.04656250672
2597	0.04654288638
2598	0.04652298748
2599	0.04650943032
2600	0.04649525237
2601	0.0464814389
2602	0.046473583
2603	0.04646227004
2604	0.0464466678
2605	0.04643395513
2606	0.04642959208
2607	0.04640820297
2608	0.04639385929
2609	0.04637056357
2610	0.04635370962
2611	0.04634674914
2612	0.04633175338
2613	0.04631047808
2614	0.04628085409
2615	0.04627387196
2616	0.04626130527
2617	0.04624926291
2618	0.0462337827
2619	0.04622232629
2620	0.04620204536
2621	0.04617955158
2622	0.04616108844
2623	0.04614030923
2624	0.04611824
2625	0.04610558564
2626	0.0461004515
2627	0.04609363485
2628	0.04609059826
2629	0.04607189677
2630	0.04605395579
2631	0.04603320611
2632	0.04602560067
2633	0.04601164638
2634	0.04600428079
2635	0.04599088883
2636	0.04597701773
2637	0.04596223345
2638	0.04594380405
2639	0.04592274861
2640	0.04591233293
2641	0.04590117003
2642	0.04589906246
2643	0.04588072535
2644	0.04586915731
2645	0.04585674702
2646	0.04583373785
2647	0.0458151509
2648	0.04579607795
2649	0.04579490692
2650	0.04577284605
2651	0.04575020721
2652	0.04573113184
2653	0.04572487294
2654	0.04571070149
2655	0.0457088646
2656	0.04570055357
2657	0.04569147225
2658	0.04568509119
2659	0.04566499755
2660	0.04564907351
2661	0.04563943143
2662	0.04562913638
2663	0.04562289766
2664	0.0456082244
2665	0.04559650756
2666	0.04559470184
2667	0.04557255933
2668	0.04556927878
2669	0.04554204961
2670	0.04553293387
2671	0.04552221726
2672	0.04551628191
2673	0.04550088718
2674	0.0454932175
2675	0.04548654708
2676	0.04547484023
2677	0.04545299541
2678	0.04543431779
2679	0.04541990984
2680	0.04539794689
2681	0.04538466913
2682	0.04537554786
2683	0.04536229391
2684	0.04534340059
2685	0.04533287813
2686	0.04531641489
2687	0.04530227523
2688	0.04528891748
2689	0.04528269147
2690	0.04526514917
2691	0.04524070053
2692	0.04522376041
2693	0.04520000346
2694	0.04518408225
2695	0.04517381093
2696	0.04516546225
2697	0.04513842001
2698	0.0451233304
2699	0.04510404292
2700	0.04509843388
2701	0.04508265394
2702	0.0450682384
2703	0.04504655683
2704	0.04503778913
2705	0.04503709887
2706	0.04502706983
2707	0.04500963102
2708	0.04500840211
2709	0.04500725331
2710	0.044986339
2711	0.04496318443
2712	0.04494760885
2713	0.04493677712
2714	0.0449233536
2715	0.04491482418
2716	0.04489548814
2717	0.04487847722
2718	0.04486684163
2719	0.04485837274
2720	0.04485707921
2721	0.0448468924
2722	0.04483035795
2723	0.04482900696
2724	0.04480650797
2725	0.04479968748
2726	0.04478840311
2727	0.04477033712
2728	0.04475723546
2729	0.04475509125
2730	0.04473809795
2731	0.04472759985
2732	0.04471240406
2733	0.04471010365
2734	0.04469215425
2735	0.04468474229
2736	0.04466736537
2737	0.04465212039
2738	0.04465037993
2739	0.04463666292
2740	0.04462077671
2741	0.04459702241
2742	0.04457755574
2743	0.04457618195
2744	0.04456144168
2745	0.04454605641
2746	0.04454384182
2747	0.04453831383
2748	0.04451745892
2749	0.0445053099
2750	0.04448390444
2751	0.0444824742
2752	0.04448124435
2753	0.04446026633
2754	0.0444547624
2755	0.04444006986
2756	0.0444314877
2757	0.04441802024
2758	0.04441678701
2759	0.04440513177
2760	0.04438757065
2761	0.04437576726
2762	0.04436731587
2763	0.04435301456
2764	0.04433823744
2765	0.04433205112
2766	0.04430774253
2767	0.04430229144
2768	0.04428747936
2769	0.04426637773
2770	0.04425084624
2771	0.04424438765
2772	0.04422989717
2773	0.04422181854
2774	0.04421070024
2775	0.04420951455
2776	0.04420088523
2777	0.04417577899
2778	0.044172537
2779	0.04415908786
2780	0.0441479195
2781	0.0441250254
2782	0.04410674536
2783	0.04409416012
2784	0.04408287079
2785	0.04407599177
2786	0.04405546118
2787	0.04403909888
2788	0.0440320608
2789	0.04400937504
2790	0.0439950724
2791	0.04398047449
2792	0.04396470035
2793	0.04395334137
2794	0.04393018907
2795	0.04391149649
2796	0.04389917322
2797	0.04387902138
2798	0.0438649697
2799	0.04385612589
2800	0.04385056826
2801	0.04383543613
2802	0.04382714258
2803	0.04380747351
2804	0.04379875548
2805	0.04378608496
2806	0.04376235828
2807	0.04376115512
2808	0.04375344959
2809	0.04375238136
2810	0.04373570527
2811	0.0437199925
2812	0.04369994158
2813	0.04368068133
2814	0.04366826561
2815	0.04365352057
2816	0.04363829977
2817	0.04363139017
2818	0.04361952387
2819	0.04360506159
2820	0.0435929336
2821	0.04357512201
2822	0.04356168629
2823	0.04355441464
2824	0.04354370157
2825	0.04354231333
2826	0.04353277628
2827	0.0435125318
2828	0.04349975033
2829	0.04348044806
2830	0.04347371672
2831	0.04345817142
2832	0.04344862129
2833	0.04343523817
2834	0.04342485163
2835	0.04341849994
2836	0.04340675313
2837	0.04339102289
2838	0.04337175307
2839	0.04335874929
2840	0.04334076009
2841	0.04332487003
2842	0.04331724062
2843	0.04330679124
2844	0.04328743742
2845	0.04327050447
2846	0.04325486572
2847	0.04323128356
2848	0.04321530481
2849	0.04320394509
2850	0.04319713531
2851	0.04317237454
2852	0.04316253064
2853	0.04314955372
2854	0.04312905014
2855	0.0431079067
2856	0.04310141303
2857	0.043099229
2858	0.04308629122
2859	0.04306498782
2860	0.04306403631
2861	0.04304952635
2862	0.04304556045
2863	0.04302956021
2864	0.04301555563
2865	0.0430107565
2866	0.04298957845
2867	0.04298201215
2868	0.04297776529
2869	0.04295936538
2870	0.04294528538
2871	0.04293366902
2872	0.04291863459
2873	0.04289722301
2874	0.04289108516
2875	0.04288410354
2876	0.04286647734
2877	0.04285282596
2878	0.04285163484
2879	0.04284293587
2880	0.04282648813
2881	0.04281507045
2882	0.04279674168
2883	0.04278418193
2884	0.04277085289
2885	0.04275800871
2886	0.04273806289
2887	0.04272717723
2888	0.04272031764
2889	0.04270185534
2890	0.04269587776
2891	0.0426885437
2892	0.04267506374
2893	0.04265876392
2894	0.04264066735
2895	0.04263957566
2896	0.04262591848
2897	0.04260239094
2898	0.04259612207
2899	0.04258208634
2900	0.04256704775
2901	0.04255399262
2902	0.04254532672
2903	0.04253517607
2904	0.04251785296
2905	0.04250013285
2906	0.04248475021
