iter	RMSE
210	0.1575347052
211	0.157177952
212	0.1568059054
213	0.1564092545
214	0.1560670366
215	0.1556529607
216	0.1552549887
217	0.1548799364
218	0.1544843341
219	0.154137939
220	0.1537475602
221	0.1534348753
222	0.1531188865
223	0.152739537
224	0.1524167187
225	0.1520958763
226	0.1517512561
227	0.1513598412
228	0.1509706244
229	0.1506028203
230	0.150252242
231	0.1499604054
232	0.149663746
233	0.1493339312
234	0.1490218154
235	0.1487241594
236	0.1483692031
237	0.1480041089
238	0.1476859377
239	0.1473236842
240	0.1470402888
241	0.1467348749
242	0.1464594896
243	0.14615942
244	0.1458783375
245	0.1455822033
246	0.1452905431
247	0.1449513583
248	0.1446560547
249	0.1443828988
250	0.1440838858
251	0.1438056139
252	0.1434886594
253	0.1432119967
254	0.1429389872
255	0.1426514158
256	0.1423895489
257	0.1420911453
258	0.1418006459
259	0.1415351745
260	0.141270022
261	0.1410663083
262	0.1408280196
263	0.1405444883
264	0.1402806884
265	0.1400305426
266	0.1398118457
267	0.1395866484
268	0.139325521
269	0.1390828977
270	0.1388192349
271	0.1385907684
272	0.1383454826
273	0.1381169531
274	0.1378722131
275	0.1376330051
276	0.1373386479
277	0.1370844775
278	0.1368458221
279	0.1366094794
280	0.1363590097
281	0.1361166037
282	0.1359050506
283	0.1356971161
284	0.1354593889
285	0.135219401
286	0.1349989287
287	0.1347859744
288	0.1345390577
289	0.1342968219
290	0.1341220594
291	0.133877089
292	0.1336233332
293	0.1333585884
294	0.13315976
295	0.1329570558
296	0.1327389872
297	0.1325540345
298	0.1323337921
299	0.1321490021
300	0.1319778591
301	0.131730362
302	0.1315317349
303	0.1313516503
304	0.1311683386
305	0.1309681286
306	0.1306996778
307	0.1304822302
308	0.1302861396
309	0.1301039064
310	0.1299018269
311	0.1297068102
312	0.129521526
313	0.1292864184
314	0.129088389
315	0.1289069461
316	0.1287373007
317	0.1285562329
318	0.1283948185
319	0.1282061018
320	0.1280142456
321	0.1278256164
322	0.1276555039
323	0.1274668875
324	0.1272988716
325	0.1271510355
326	0.1269718465
327	0.1267643188
328	0.1265975036
329	0.1264488342
330	0.1262911783
331	0.1261159907
332	0.1259213313
333	0.1257385834
334	0.1255470744
335	0.125387882
336	0.1252286514
337	0.1250675102
338	0.1248998199
339	0.1247356704
340	0.1245816775
341	0.1243716507
342	0.1242168522
343	0.1240777887
344	0.1239209459
345	0.1237848223
346	0.1236347727
347	0.123477574
348	0.1233387652
349	0.1231983158
350	0.1230758413
351	0.1228999425
352	0.1227443638
353	0.12254663
354	0.1224078778
355	0.1222321281
356	0.1220649341
357	0.1219095116
358	0.121776795
359	0.1216214325
360	0.1214513242
361	0.121282305
362	0.1211430892
363	0.1209839199
364	0.1208531569
365	0.1207131332
366	0.1206036541
367	0.1204663647
368	0.1203233955
369	0.1201896074
370	0.1200303932
371	0.1199106523
372	0.1197711782
373	0.1196229692
374	0.1195004755
375	0.1193859699
376	0.1192744817
377	0.1191613031
378	0.1189957241
379	0.1188581124
380	0.1187612457
381	0.118591891
382	0.1184489527
383	0.118289613
384	0.1181781416
385	0.1180604275
386	0.117945805
387	0.117813334
388	0.1176923541
389	0.1175692255
390	0.1174422905
391	0.1173402139
392	0.1172143939
393	0.11709798
394	0.1169524372
395	0.1168106526
396	0.1166676208
397	0.1165450646
398	0.1164144293
399	0.1162916366
400	0.1161687255
401	0.1160675318
402	0.1159163078
403	0.1157814745
404	0.1156824441
405	0.1155911975
406	0.1154686378
407	0.1153458192
408	0.115209517
409	0.1151270256
410	0.1150541125
411	0.114944763
412	0.1148258382
413	0.1147073583
414	0.1145826796
415	0.1144749498
416	0.1143862241
417	0.1142913354
418	0.1141682854
419	0.1140529688
420	0.1139311009
421	0.1138405176
422	0.1137360291
423	0.1136389392
424	0.1135487674
425	0.1134349374
426	0.1133268521
427	0.1132167134
428	0.113128865
429	0.1130232018
430	0.1129247547
431	0.1128276686
432	0.1127152245
433	0.1126279759
434	0.1125390904
435	0.1124371333
436	0.1123401075
437	0.112249717
438	0.1121745105
439	0.1121013626
440	0.112002905
441	0.111916603
442	0.1118154531
443	0.1116786401
444	0.1115968048
445	0.1114863929
446	0.1113845771
447	0.1112501716
448	0.111161797
449	0.1110697523
450	0.1109882837
451	0.110893545
452	0.1107885653
453	0.110685771
454	0.1106119201
455	0.1105118916
456	0.1104405589
457	0.11033625
458	0.110212194
459	0.1101324778
460	0.1100366536
461	0.1099323143
462	0.1098015345
463	0.1097732593
464	0.1096910217
465	0.1096137691
466	0.1095269262
467	0.1094306545
468	0.1093348241
469	0.1092546987
470	0.1091378215
471	0.1090405976
472	0.1089466874
473	0.108869589
474	0.1088029351
475	0.1087212486
476	0.1086241766
477	0.1085414856
478	0.1084525631
479	0.1083294315
480	0.1082483302
481	0.1081951739
482	0.1081158703
483	0.1080585403
484	0.1079638005
485	0.1078672152
486	0.1077932746
487	0.1076903414
488	0.1075961557
489	0.1075067924
490	0.1074233065
491	0.1073365509
492	0.1072671835
493	0.1071767138
494	0.107081042
495	0.1070082089
496	0.1069345752
497	0.1068545255
498	0.1067430973
499	0.1066575139
500	0.1065860125
501	0.1064893227
502	0.1064140122
503	0.1063161136
504	0.1062421321
505	0.1061318927
506	0.1060720918
507	0.1059425256
508	0.1058492451
509	0.1057407326
510	0.105668536
511	0.1055886114
512	0.1055224798
513	0.1054292424
514	0.1053572897
515	0.1052786296
516	0.105218138
517	0.1051319272
518	0.1050457681
519	0.1049562505
520	0.1049007376
521	0.1048321148
522	0.1047304472
523	0.1046505008
524	0.1045871868
525	0.1045073868
526	0.1044309059
527	0.1043565828
528	0.1043003084
529	0.1042332697
530	0.1041738946
531	0.1040921215
532	0.1040098203
533	0.1039438944
534	0.1038751543
535	0.1037916711
536	0.1037271515
537	0.1036430348
538	0.1035728706
539	0.1035182664
540	0.1034542117
541	0.1033881404
542	0.1032926367
543	0.1032324264
544	0.1031693409
545	0.1031133893
546	0.1030396209
547	0.1029764706
548	0.1028715724
549	0.1027946126
550	0.1027166198
551	0.1026510976
552	0.1025791266
553	0.1024923146
554	0.1024405051
555	0.1023759745
556	0.1023169221
557	0.1022560159
558	0.1021763659
559	0.1021080645
560	0.1020495701
561	0.1020014995
562	0.1019261992
563	0.1018688755
564	0.1017905331
565	0.1017068852
566	0.1016560273
567	0.1016151506
568	0.101553333
569	0.1014700741
570	0.101402101
571	0.1013383431
572	0.101329406
573	0.1012467135
574	0.1011592149
575	0.1010868644
576	0.1009921186
577	0.1009006399
578	0.1008156187
579	0.1007667604
580	0.1006955749
581	0.1006133092
582	0.100546439
583	0.1004939153
584	0.100445709
585	0.1003935051
586	0.1003141066
587	0.1002405185
588	0.1001541901
589	0.1000923838
590	0.1000339133
591	0.09995642726
592	0.09988877339
593	0.0997971226
594	0.09971183152
595	0.09964485087
596	0.09957167561
597	0.09950627493
598	0.09942075486
599	0.09937539602
600	0.09931272731
601	0.09926251888
602	0.09921106332
603	0.09914973056
604	0.09907508893
605	0.09900608623
606	0.09894159504
607	0.09888464322
608	0.0988300667
609	0.09877821668
610	0.09874187321
611	0.09867028422
612	0.0985972928
613	0.09851492766
614	0.09845856467
615	0.09836752675
616	0.09831382483
617	0.09825987395
618	0.09822542173
619	0.09816644702
620	0.09811591609
621	0.098071092
622	0.09800713145
623	0.09796383804
624	0.09788279307
625	0.09780591673
626	0.09775191176
627	0.09769772948
628	0.0976368009
629	0.09756675891
630	0.0975256198
631	0.09747146933
632	0.09740846091
633	0.09735407801
634	0.09729704987
635	0.0972607782
636	0.0972148204
637	0.09716183153
638	0.09710688533
639	0.09706776309
640	0.0970266048
641	0.09696380551
642	0.09690996813
643	0.0968438529
644	0.09680440285
645	0.09675238112
646	0.09669875249
647	0.09663320804
648	0.09658540603
649	0.09652410563
650	0.09646208089
651	0.09642091908
652	0.09636725207
653	0.09631318974
654	0.09625428803
655	0.09618944602
656	0.09614424374
657	0.09607491588
658	0.09602551035
659	0.09600095136
660	0.09594796061
661	0.0959032213
662	0.09585984492
663	0.095805013
664	0.09575586335
665	0.09571085566
666	0.09565163742
667	0.09559779367
668	0.09555931157
669	0.09552280168
670	0.09547161246
671	0.09544024666
672	0.0953911838
673	0.09535906032
674	0.0952880999
675	0.09522974618
676	0.09517526846
677	0.095121797
678	0.09507640868
679	0.09501859366
680	0.09496591519
681	0.09492138787
682	0.09487839753
683	0.09482893108
684	0.09479315241
685	0.09474614781
686	0.09471745168
687	0.09465903994
688	0.09463304714
689	0.09459075822
690	0.09454385598
691	0.09449741345
692	0.09442793011
693	0.09438625298
694	0.09433324157
695	0.09430118525
696	0.09424577699
697	0.09418147616
698	0.09414626079
699	0.09410481481
700	0.09407144488
701	0.09403155484
702	0.09396775055
703	0.0938890737
704	0.09382996598
705	0.09379109795
706	0.09374198741
707	0.09366293827
708	0.09359837623
709	0.09354124483
710	0.09350755677
711	0.09344790135
712	0.09340218165
713	0.09333944888
714	0.09327698729
715	0.09324146753
716	0.09317623123
717	0.09314223418
718	0.09309695097
719	0.09305887022
720	0.09300701468
721	0.0929388163
722	0.09290680429
723	0.09286353033
724	0.09282685649
725	0.09279194218
726	0.09274446735
727	0.09271377356
728	0.09267761862
729	0.09264983152
730	0.0926018922
731	0.09256484336
732	0.09252448561
733	0.09248791515
734	0.09244888444
735	0.09239965893
736	0.09235666509
737	0.09230136846
738	0.09223779127
739	0.09219863648
740	0.092149863
741	0.09210073394
742	0.09205095413
743	0.09201466222
744	0.09194488662
745	0.09189514305
746	0.09185131481
747	0.09179321477
748	0.0917174173
749	0.09166691259
750	0.09162552252
751	0.09158385061
752	0.09153248007
753	0.09146992201
754	0.09140792911
755	0.09137042907
756	0.09132994342
757	0.09129284746
758	0.09125090528
759	0.09120190007
760	0.09115926394
761	0.09108874737
762	0.09104828142
763	0.09099141606
764	0.09095018584
765	0.09090545893
766	0.09085963586
767	0.09081969234
768	0.09078139258
769	0.09072199232
770	0.09067530169
771	0.09063149266
772	0.09058674904
773	0.09054106759
774	0.0905066661
775	0.09047005669
776	0.09042540423
777	0.09036537599
778	0.09029201029
779	0.09027065614
780	0.09022715011
781	0.09019588668
782	0.09016697055
783	0.090122217
784	0.09007914595
785	0.09004268658
786	0.09000350233
787	0.08996472747
788	0.08993344863
789	0.08989094981
790	0.08983544124
791	0.08980061605
792	0.0897640757
793	0.08970698468
794	0.0896646807
795	0.0896137522
796	0.08956777965
797	0.08951578561
798	0.08948786463
799	0.08945116843
800	0.08940103071
801	0.08936430365
802	0.08933124277
803	0.08928159938
804	0.0892257033
805	0.08914979103
806	0.08912002232
807	0.08906921938
808	0.08903806871
809	0.08899614524
810	0.088959382
811	0.08892566932
812	0.0888909105
813	0.08886130302
814	0.08881855331
815	0.08878475195
816	0.08873993912
817	0.08868094014
818	0.08865515722
819	0.08860407218
820	0.08857175637
821	0.08853347668
822	0.08850874453
823	0.08845867703
824	0.0883966884
825	0.08835957082
826	0.08833323908
827	0.08828655597
828	0.08822475588
829	0.08819137971
830	0.08814214044
831	0.0881074613
832	0.08804549265
833	0.08801211626
834	0.08798087972
835	0.0879266077
836	0.0879166157
837	0.08787930084
838	0.08784178653
839	0.08781438275
840	0.08778471985
841	0.08774680472
842	0.08770127617
843	0.08766455632
844	0.08760695603
845	0.08756947022
846	0.08752439235
847	0.08749360709
848	0.08744130183
849	0.08737228009
850	0.08732568273
851	0.08729187647
852	0.087240753
853	0.08721069993
854	0.08717817888
855	0.08715772824
856	0.08712960737
857	0.0871022195
858	0.08707411168
859	0.08701776881
860	0.08698438212
861	0.08694190017
862	0.08688931407
863	0.08685239407
864	0.08681492802
865	0.08674861769
866	0.08670783777
867	0.08667581959
868	0.08663925553
869	0.08659708045
870	0.08654381435
871	0.08650973798
872	0.08646409459
873	0.08641588656
874	0.08638254389
875	0.08634956223
876	0.0863286656
877	0.08630175553
878	0.08627904135
879	0.08620726433
880	0.08616192549
881	0.0861070254
882	0.08606603268
883	0.08604307567
884	0.08599021833
885	0.08595480019
886	0.08591898358
887	0.08586391406
888	0.08583513384
889	0.08579946277
890	0.08575949098
891	0.08571630169
892	0.08567255465
893	0.08564702618
894	0.08562536134
895	0.08558285155
896	0.08554532948
897	0.08550731724
898	0.08547388739
899	0.08544743587
900	0.08540176698
901	0.08537223491
902	0.0853577395
903	0.08533395623
904	0.085282353
905	0.08522416181
906	0.08520347283
907	0.08516111263
908	0.08513183365
909	0.08508766
910	0.08503512502
911	0.08501065114
912	0.08498854156
913	0.084957991
914	0.08491806554
915	0.0848652457
916	0.08480247449
917	0.08478279307
918	0.08473849905
919	0.08469320266
920	0.08464979873
921	0.08462269255
922	0.08458701002
923	0.08454058304
924	0.08450716361
925	0.08447642607
926	0.0844301334
927	0.08439627887
928	0.08436411392
929	0.08434053757
930	0.08429787516
931	0.08426163252
932	0.08422219498
933	0.08417772117
934	0.08414016015
935	0.08409246808
936	0.08405751512
937	0.08402571644
938	0.08398179367
939	0.08394585498
940	0.08392199671
941	0.08387749743
942	0.08382862116
943	0.08380641305
944	0.08377533824
945	0.0837466253
946	0.08371412153
947	0.08369434319
948	0.08365730242
949	0.08363119185
950	0.08360437678
951	0.08355679751
952	0.08350175475
953	0.08347211235
954	0.08343315977
955	0.08339529095
956	0.08337366734
957	0.0833512834
958	0.08328209271
959	0.0832638064
960	0.08321482514
961	0.08316389815
962	0.08312352815
963	0.083108205
964	0.08305850588
965	0.08299514346
966	0.0829748032
967	0.08294446175
968	0.08290894814
969	0.08288434479
970	0.08286571056
971	0.08282446622
972	0.08280061075
973	0.0827658133
974	0.08273669739
975	0.0827225003
976	0.08269345822
977	0.08265933817
978	0.08262677731
979	0.08259146549
980	0.08253035037
981	0.08251243138
982	0.08248331387
983	0.08246472639
984	0.08244336445
985	0.082429985
986	0.08241104365
987	0.08236096158
988	0.08234663099
989	0.08233084368
990	0.08230139916
991	0.0822700417
992	0.08223135598
993	0.08221364707
994	0.08218578075
995	0.08214951736
996	0.08213395022
997	0.08211820423
998	0.08205967461
999	0.08202881099
1000	0.08200813327
1001	0.08198671142
1002	0.081971594
1003	0.08195444774
1004	0.08190404804
1005	0.08187830409
1006	0.08184224463
1007	0.08179535705
1008	0.08176369687
1009	0.08171073268
1010	0.08169322117
1011	0.08166232865
1012	0.08161248178
1013	0.08157074053
1014	0.08155540211
1015	0.08153224288
1016	0.08150318539
1017	0.08146570069
1018	0.08144243795
1019	0.08141077271
1020	0.08139147099
1021	0.08134072374
1022	0.0813158791
1023	0.08126270739
1024	0.08124738053
1025	0.08121702562
1026	0.08120102215
1027	0.08115645987
1028	0.08109864521
1029	0.0810500054
1030	0.08103153408
1031	0.08098746235
1032	0.08096487948
1033	0.08093164075
1034	0.08092032653
1035	0.08089475932
1036	0.08085327081
1037	0.08083138148
1038	0.08078714835
1039	0.08076398937
1040	0.08074954464
1041	0.0807254176
1042	0.0806826887
1043	0.08064052367
1044	0.08060742525
1045	0.08057532312
1046	0.08054873033
1047	0.08049753192
1048	0.08048765125
1049	0.08046274908
1050	0.08045111516
1051	0.08042980095
1052	0.08040833659
1053	0.08037362652
1054	0.08034048776
1055	0.08033240267
1056	0.08031134964
1057	0.08029702943
1058	0.08026844182
1059	0.08023543154
1060	0.08018611386
1061	0.08016583367
1062	0.08013464653
1063	0.08010464884
1064	0.080075469
1065	0.08001267358
1066	0.07998267105
1067	0.0799512546
1068	0.07992723035
1069	0.07991870208
1070	0.07990675502
1071	0.07985775263
1072	0.07983951454
1073	0.0798175993
1074	0.07978720095
1075	0.0797301229
1076	0.07968674247
1077	0.0796670699
1078	0.0796535436
1079	0.07962426907
1080	0.0795957268
1081	0.07955241744
1082	0.07951750665
1083	0.07946232093
1084	0.0794139793
1085	0.07938953466
1086	0.07934152113
1087	0.07928604466
1088	0.07925925434
1089	0.07922975014
1090	0.07919513857
1091	0.07914994127
1092	0.07909990807
1093	0.07907542995
1094	0.07902515308
1095	0.07901250349
1096	0.07896186939
1097	0.07892541245
1098	0.07887680236
1099	0.07883591072
1100	0.07880432211
1101	0.0787762213
1102	0.07873928617
1103	0.07870338804
1104	0.07867129234
1105	0.07861589398
1106	0.07855912919
1107	0.0785473898
1108	0.07852405746
1109	0.07848407132
1110	0.07844788777
1111	0.07839702812
1112	0.078357769
1113	0.07834489958
1114	0.07831832807
1115	0.07827806235
1116	0.07825129343
1117	0.0781992297
1118	0.07816452865
1119	0.07813279682
1120	0.07810779098
1121	0.07807813868
1122	0.07805479552
1123	0.078027095
1124	0.07797243459
1125	0.07794922788
1126	0.077923889
1127	0.07787930482
1128	0.07784457691
1129	0.07780828863
1130	0.07776005046
1131	0.07772114699
1132	0.07767558655
1133	0.07763527205
1134	0.07760527773
1135	0.0775887099
1136	0.0775435459
1137	0.07751319537
1138	0.07749468222
1139	0.07746546618
1140	0.07742543805
1141	0.0774067872
1142	0.07737599631
1143	0.07736852795
1144	0.07732379487
1145	0.07728931568
1146	0.07724824091
1147	0.0772054611
1148	0.0771914206
1149	0.07714361079
1150	0.07708395931
1151	0.07705780987
1152	0.07701593403
1153	0.07699255635
1154	0.07694935167
1155	0.0769004579
1156	0.07688379621
1157	0.07684593004
1158	0.07682157138
1159	0.07678785331
1160	0.07673784561
1161	0.07669550199
1162	0.07667151901
1163	0.07661343852
1164	0.07659036649
1165	0.0765607994
1166	0.07653026527
1167	0.07649541849
1168	0.07646373485
1169	0.07640575195
1170	0.07638418878
1171	0.07637019891
1172	0.07632737178
1173	0.07627987302
1174	0.07625425819
1175	0.07623304438
1176	0.07619478298
1177	0.07616018941
1178	0.07613157755
1179	0.07610200263
1180	0.07606301297
1181	0.07603672873
1182	0.07600866533
1183	0.07598502884
1184	0.07596506055
1185	0.07595890973
1186	0.07591649895
1187	0.07588029516
1188	0.07585187874
1189	0.07581929442
1190	0.07578597202
1191	0.07575904394
1192	0.07574890366
1193	0.07572088439
1194	0.07569118837
1195	0.07566366375
1196	0.07563091236
1197	0.07561141559
1198	0.07556086405
1199	0.07551793259
1200	0.07548792763
1201	0.07542073334
1202	0.07536635378
1203	0.07531478902
1204	0.07528450902
1205	0.07525286629
1206	0.07521727009
1207	0.07517614833
1208	0.07515368811
1209	0.07513364752
1210	0.07509178324
1211	0.0750556981
1212	0.07502117345
1213	0.07499605227
1214	0.07496513074
1215	0.0749246313
1216	0.07490325677
1217	0.07484460359
1218	0.07480426719
1219	0.0747656141
1220	0.07472897599
1221	0.07468237344
1222	0.07465021767
1223	0.07460820222
1224	0.07456840548
1225	0.0745394719
1226	0.0745209553
1227	0.07449073436
1228	0.07446377346
1229	0.07443590669
1230	0.07440665102
1231	0.07435952159
1232	0.07432114764
1233	0.07427725324
1234	0.07424770871
1235	0.0742227445
1236	0.07418010597
1237	0.07416100986
1238	0.07414761693
1239	0.07411503212
1240	0.07407254532
1241	0.07404558883
1242	0.07402286272
1243	0.07399560826
1244	0.07397141073
1245	0.07393997687
1246	0.07391101137
1247	0.07386434974
1248	0.07385408666
1249	0.07382020749
1250	0.07381324501
1251	0.07377985693
1252	0.07372808995
1253	0.07369943328
1254	0.07369027282
1255	0.07365578936
1256	0.07363542108
1257	0.0735831864
1258	0.07356644651
1259	0.07352279201
1260	0.0735134873
1261	0.07350512053
1262	0.07348408946
1263	0.0734560131
1264	0.07341615323
1265	0.07337736969
1266	0.07333549053
1267	0.07330600107
1268	0.07327208392
1269	0.07324247259
1270	0.07320091012
1271	0.07316074791
1272	0.07314344498
1273	0.07313950137
1274	0.07310712823
1275	0.07310097686
1276	0.07307626286
1277	0.07304422486
1278	0.07300962434
1279	0.07298759044
1280	0.07294717508
1281	0.07293116023
1282	0.0729127045
1283	0.07288596195
1284	0.07287283882
1285	0.07285229569
1286	0.07281630991
1287	0.07278782629
1288	0.07275525016
1289	0.07272116491
1290	0.07268748011
1291	0.07268048203
1292	0.07264790429
1293	0.07263657961
1294	0.07260447256
1295	0.07257710184
1296	0.07253194423
1297	0.07249624413
1298	0.07245778764
1299	0.07244655689
1300	0.07239412213
1301	0.07236364913
1302	0.07233699622
1303	0.07229772552
1304	0.07226643724
1305	0.07223999773
1306	0.07220910163
1307	0.07215652133
1308	0.07213311289
1309	0.07211884493
1310	0.072094508
1311	0.07204948915
1312	0.0720435059
1313	0.07203260905
1314	0.07200532904
1315	0.07197470044
1316	0.07193420032
1317	0.07190616394
1318	0.07190015165
1319	0.07187746579
1320	0.07185318808
1321	0.07180278479
1322	0.07178058894
1323	0.07175796325
1324	0.07175251812
1325	0.07174883797
1326	0.0717296209
1327	0.07171075386
1328	0.07165965312
1329	0.07162980617
1330	0.07162194222
1331	0.07157576339
1332	0.07153901075
1333	0.07149639268
1334	0.07145156711
1335	0.07142166169
1336	0.07139085175
1337	0.07138221403
1338	0.07136804276
1339	0.0713416116
1340	0.07131227051
1341	0.07129248494
1342	0.07126424565
1343	0.07125759354
1344	0.07124137262
1345	0.07121288739
1346	0.07118935449
1347	0.07115799148
1348	0.07112293443
1349	0.07110048432
1350	0.07107173783
1351	0.07106330337
1352	0.07104167387
1353	0.07100615775
1354	0.07097322396
1355	0.07093406327
1356	0.07088201917
1357	0.07084279126
1358	0.07081872752
1359	0.07080996938
1360	0.07077568865
1361	0.07077035284
1362	0.07073986594
1363	0.07071324523
1364	0.07068444631
1365	0.07065707401
1366	0.0706372957
1367	0.07061365101
1368	0.07059824181
1369	0.07056731549
1370	0.0705405584
1371	0.07052289788
1372	0.0704995423
1373	0.0704826803
1374	0.07043498464
1375	0.0704031655
1376	0.07036347886
1377	0.0703268907
1378	0.07028317199
1379	0.07025763066
1380	0.07023432753
1381	0.07021495278
1382	0.07019404466
1383	0.0701522804
1384	0.07011705036
1385	0.07009779187
1386	0.07008211638
1387	0.07004863088
1388	0.070018354
1389	0.07000541773
1390	0.06998242591
1391	0.06995236645
1392	0.06990898317
1393	0.0698872252
1394	0.06986210081
1395	0.0698236765
1396	0.06981957496
1397	0.06979154374
1398	0.06978467977
1399	0.06974530655
1400	0.06973822502
1401	0.06973288827
1402	0.06969911117
1403	0.06967279591
1404	0.06964531945
1405	0.06962165664
1406	0.06959069846
1407	0.06956001661
1408	0.06954426893
1409	0.06951530094
1410	0.06947133054
1411	0.06946659348
1412	0.06945385022
1413	0.06943976125
1414	0.06940639834
1415	0.06936001252
1416	0.06932281725
1417	0.06929676191
1418	0.06929145094
1419	0.06925715933
1420	0.06923202587
1421	0.06920526847
1422	0.06917485489
1423	0.06913788035
1424	0.06910003115
1425	0.06908066288
1426	0.06905207009
1427	0.06901117532
1428	0.06900072365
1429	0.06895450779
1430	0.06892356053
1431	0.06891621812
1432	0.06888450053
1433	0.06885492589
1434	0.0688404748
1435	0.06880329836
1436	0.06878131059
1437	0.06876704959
1438	0.06873645227
1439	0.06870058994
1440	0.06864874817
1441	0.06861468219
1442	0.06859595467
1443	0.0685702404
1444	0.06856390676
1445	0.06855679597
1446	0.06854715018
1447	0.06852429607
1448	0.06849277567
1449	0.06845844183
1450	0.06843973835
1451	0.06840001264
1452	0.06837457955
1453	0.06835820435
1454	0.06830944776
1455	0.06828559816
1456	0.0682424358
1457	0.06821173569
1458	0.0681795229
1459	0.06815114355
1460	0.0681387133
1461	0.06810936482
1462	0.06807593317
1463	0.06803362862
1464	0.06802738369
1465	0.06798615518
1466	0.06795479459
1467	0.06791396667
1468	0.06786661305
1469	0.06782763703
1470	0.06780312553
1471	0.06777004521
1472	0.06774484744
1473	0.06771423517
1474	0.06769053872
1475	0.06766682412
1476	0.06763516087
1477	0.06761429373
1478	0.06761173021
1479	0.06757286231
1480	0.06753679411
1481	0.0675264631
1482	0.06748990579
1483	0.06745401064
1484	0.06742628153
1485	0.06739961657
1486	0.06736725955
1487	0.0673373566
1488	0.0673040122
1489	0.06727421244
1490	0.06725244187
1491	0.06724774043
1492	0.06721294351
1493	0.06718422459
1494	0.06715698514
1495	0.06714133617
1496	0.06711247527
1497	0.06710475933
1498	0.0670702651
1499	0.06705074154
1500	0.06702403682
1501	0.06700003405
1502	0.06699551384
1503	0.06696162271
1504	0.06691611497
1505	0.06687244853
